filename,subregion_time,skip_time,num_makeup_region,num_subregion_with_annot,total_listen_time,num_extra_region,silence_time,num_surplus_region,surplus_time,makeup_time,extra_time,extra_time_hour,makeup_time_hour,surplus_time_hour,silence_time_hour,subregion_time_hour,skip_time_hour,skip_silence_overlap_hour,end_time_hour,total_listen_time_hour,silence_raw_hour,subregion_raw_hour,num_raw_subregion,subregions,positions,ranks,counts,removals
12_17_sparse_code.cha,10800000,0,1,3,10802950,0,0,0,0,2950,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,16.0,3.0,5.8,5.0,5,"['Position: 1, Rank: 2', 'Position: 2, Rank: 4', 'Position: 3, Rank: 3', 'Position: 4, Rank: 1', 'Position: 5, Rank: 5']","['1', '2', '3', '4', '5']","['2', '4', '3', '1', '5']","[110, 3, 190, 207, 0]","['', 'Subregion removed for having a nested makeup or surplus region', '', '', 'Subregion removed for not having any annotations']"
13_06_sparse_code.cha,0,13885760,0,0,16998180,0,10626990,0,0,0,0,0.0,0.0,0.0,2.95,0.0,3.86,0.0,11.53,4.72,2.95,0.0,0,[],[],[],"[0, 0, 0, 0, 0]","['', '', '', '', '']"
13_07_sparse_code.cha,0,0,0,0,28248890,0,14992160,0,0,0,0,0.0,0.0,0.0,4.16,0.0,0.0,0.0,12.01,7.85,4.16,0.0,0,[],[],[],"[0, 0, 0, 0, 0]","['', '', '', '', '']"
13_08_sparse_code.cha,14400000,0,0,4,14399640,0,360,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,12.17,4.0,1.99,5.0,5,"['Position: 1, Rank: 4', 'Position: 2, Rank: 2', 'Position: 3, Rank: 1', 'Position: 4, Rank: 3', 'Position: 5, Rank: 5']","['1', '2', '3', '4', '5']","['4', '2', '1', '3', '5']","[73, 92, 78, 115, 0]","['', '', '', '', 'Subregion removed for not having any annotations']"
13_09_sparse_code.cha,14400000,628310,2,4,14469600,1,0,0,0,618090,79820,0.02,0.17,0.0,0.0,4.0,0.17,0.0,13.15,4.02,4.26,5.0,5,"['Position: 1, Rank: 2', 'Position: 2, Rank: 4', 'Position: 3, Rank: 5', 'Position: 4, Rank: 1', 'Position: 5, Rank: 3']","['1', '2', '3', '4', '5']","['2', '4', '5', '1', '3']","[36, 42, 37, 59, 42]","['', '', 'Subregion removed for having a nested makeup or surplus region', '', '']"
13_10_sparse_code.cha,14400000,610860,1,4,15376640,0,256800,0,0,1844300,0,0.0,0.51,0.0,0.07,4.0,0.17,0.0,12.5,4.27,5.24,5.0,5,"['Position: 1, Rank: 1', 'Position: 2, Rank: 3', 'Position: 3, Rank: 4', 'Position: 4, Rank: 2', 'Position: 5, Rank: 5']","['1', '2', '3', '4', '5']","['1', '3', '4', '2', '5']","[19, 152, 72, 94, 46]","['', '', '', '', 'Subregion removed for having a nested makeup or surplus region']"
13_11_sparse_code.cha,14400000,682900,1,4,13950820,0,138070,0,0,371790,0,0.0,0.1,0.0,0.04,4.0,0.19,0.0,12.34,3.88,2.96,5.0,5,"['Position: 1, Rank: 2', 'Position: 2, Rank: 5', 'Position: 3, Rank: 1', 'Position: 4, Rank: 3', 'Position: 5, Rank: 4']","['1', '2', '3', '4', '5']","['2', '5', '1', '3', '4']","[123, 9, 91, 29, 53]","['', 'Subregion removed for having a nested makeup or surplus region', '', '', '']"
13_12_sparse_code.cha,14399999,0,0,4,14399999,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.07,4.0,1.98,5.0,5,"['Position: 1, Rank: 4', 'Position: 2, Rank: 1', 'Position: 3, Rank: 5', 'Position: 4, Rank: 3', 'Position: 5, Rank: 2']","['1', '2', '3', '4', '5']","['4', '1', '5', '3', '2']","[85, 37, 0, 53, 54]","['', '', 'Subregion removed for not having any annotations', '', '']"
13_13_sparse_code.cha,14400000,0,0,4,14400000,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,11.36,4.0,3.31,5.0,5,"['Position: 1, Rank: 2', 'Position: 2, Rank: 1', 'Position: 3, Rank: 5', 'Position: 4, Rank: 3', 'Position: 5, Rank: 4']","['1', '2', '3', '4', '5']","['2', '1', '5', '3', '4']","[24, 80, 0, 9, 25]","['', '', 'Subregion removed for not having any annotations', '', '']"
13_14_sparse_code.cha,10800000,0,0,3,10800000,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,12.17,3.0,2.1,5.0,5,"['Position: 1, Rank: 2', 'Position: 2, Rank: 3', 'Position: 3, Rank: 5', 'Position: 4, Rank: 4', 'Position: 5, Rank: 1']","['1', '2', '3', '4', '5']","['2', '3', '5', '4', '1']","[144, 71, 0, 0, 110]","['', '', 'Subregion removed for not having any annotations', 'Subregion removed for not having any annotations', '']"
13_15_sparse_code.cha,10800000,0,0,3,10800000,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,13.05,3.0,4.28,5.0,5,"['Position: 1, Rank: 3', 'Position: 2, Rank: 2', 'Position: 3, Rank: 1', 'Position: 4, Rank: 4', 'Position: 5, Rank: 5']","['1', '2', '3', '4', '5']","['3', '2', '1', '4', '5']","[190, 188, 158, 0, 0]","['', '', '', 'Subregion removed for not having any annotations', 'Subregion removed for not having any annotations']"
13_16_sparse_code.cha,10800000,0,1,3,10771770,0,860960,0,0,832730,0,0.0,0.23,0.0,0.24,3.0,0.0,0.0,7.92,2.99,3.94,5.0,5,"['Position: 1, Rank: 4', 'Position: 2, Rank: 3', 'Position: 3, Rank: 2', 'Position: 4, Rank: 1', 'Position: 5, Rank: 5']","['1', '2', '3', '4', '5']","['4', '3', '2', '1', '5']","[10, 24, 59, 114, 0]","['Subregion removed for having a nested makeup or surplus region', '', '', '', 'Subregion removed for not having any annotations']"
13_17_sparse_code.cha,10799000,598460,1,3,10801060,0,0,0,0,600520,0,0.0,0.17,0.0,0.0,3.0,0.17,0.0,16.0,3.0,9.69,5.0,5,"['Position: 1, Rank: 2', 'Position: 2, Rank: 3', 'Position: 3, Rank: 5', 'Position: 4, Rank: 1', 'Position: 5, Rank: 4']","['1', '2', '3', '4', '5']","['2', '3', '5', '1', '4']","[20, 29, 0, 35, 3]","['', '', 'Subregion removed for not having any annotations', '', 'Subregion removed for having a nested makeup or surplus region']"
14_06_sparse_code.cha,0,0,0,0,47273710,0,10326280,0,0,0,0,0.0,0.0,0.0,2.87,0.0,0.0,0.0,16.0,13.13,2.87,0.0,0,[],[],[],"[0, 0, 0, 0, 0]","['', '', '', '', '']"
14_07_sparse_code.cha,0,33834120,0,0,22624800,0,23814830,0,0,0,0,0.0,0.0,0.0,6.62,0.0,9.4,6.3,16.0,6.28,6.62,0.0,0,[],[],[],"[0, 0, 0, 0, 0]","['', '', '', '', '']"
14_08_sparse_code.cha,18000000,322650,0,5,17677350,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,0.09,0.0,16.0,4.91,4.97,5.0,5,"['Position: 1, Rank: 5', 'Position: 2, Rank: 3', 'Position: 3, Rank: 1', 'Position: 4, Rank: 4', 'Position: 5, Rank: 2']","['1', '2', '3', '4', '5']","['5', '3', '1', '4', '2']","[1, 116, 120, 85, 64]","['', '', '', '', '']"
14_09_sparse_code.cha,14400000,0,0,4,14353790,0,46210,0,0,0,0,0.0,0.0,0.0,0.01,4.0,0.0,0.0,16.0,3.99,4.91,5.0,5,"['Position: 1, Rank: 1', 'Position: 2, Rank: 3', 'Position: 3, Rank: 2', 'Position: 4, Rank: 4', 'Position: 5, Rank: 5']","['1', '2', '3', '4', '5']","['1', '3', '2', '4', '5']","[41, 27, 59, 157, 0]","['', '', '', '', 'Subregion removed for not having any annotations']"
14_10_sparse_code.cha,14400000,221320,0,4,14178680,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.06,0.0,16.0,3.94,3.59,5.0,5,"['Position: 1, Rank: 4', 'Position: 2, Rank: 1', 'Position: 3, Rank: 3', 'Position: 4, Rank: 5', 'Position: 5, Rank: 2']","['1', '2', '3', '4', '5']","['4', '1', '3', '5', '2']","[127, 8, 86, 0, 45]","['', '', '', 'Subregion removed for not having any annotations', '']"
14_11_sparse_code.cha,14400000,336210,0,4,14063790,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.09,0.0,16.0,3.91,2.66,5.0,5,"['Position: 1, Rank: 2', 'Position: 2, Rank: 1', 'Position: 3, Rank: 3', 'Position: 4, Rank: 5', 'Position: 5, Rank: 4']","['1', '2', '3', '4', '5']","['2', '1', '3', '5', '4']","[79, 52, 95, 0, 86]","['', '', '', 'Subregion removed for not having any annotations', '']"
14_12_sparse_code.cha,14399990,0,0,4,14399990,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,16.0,4.0,3.99,5.0,5,"['Position: 1, Rank: 4', 'Position: 2, Rank: 5', 'Position: 3, Rank: 3', 'Position: 4, Rank: 1', 'Position: 5, Rank: 2']","['1', '2', '3', '4', '5']","['4', '5', '3', '1', '2']","[118, 0, 72, 99, 87]","['', 'Subregion removed for not having any annotations', '', '', '']"
14_13_sparse_code.cha,14400000,8900,0,4,14391100,0,8900,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,16.0,4.0,5.27,5.0,5,"['Position: 1, Rank: 3', 'Position: 2, Rank: 1', 'Position: 3, Rank: 4', 'Position: 4, Rank: 5', 'Position: 5, Rank: 2']","['1', '2', '3', '4', '5']","['3', '1', '4', '5', '2']","[92, 64, 129, 0, 89]","['', '', '', 'Subregion removed for not having any annotations', '']"
14_14_sparse_code.cha,14400000,0,0,4,17497140,1,0,0,0,0,3097140,0.86,0.0,0.0,0.0,4.0,0.0,0.0,16.0,4.86,6.66,5.0,5,"['Position: 1, Rank: 1', 'Position: 2, Rank: 4', 'Position: 3, Rank: 2', 'Position: 4, Rank: 3', 'Position: 5, Rank: 5']","['1', '2', '3', '4', '5']","['1', '4', '2', '3', '5']","[225, 100, 63, 73, 0]","['', '', '', '', 'Subregion removed for not having any annotations']"
14_15_sparse_code.cha,10800000,0,0,3,10701010,0,98990,0,0,0,0,0.0,0.0,0.0,0.03,3.0,0.0,0.0,16.0,2.97,4.25,5.0,5,"['Position: 1, Rank: 4', 'Position: 2, Rank: 5', 'Position: 3, Rank: 3', 'Position: 4, Rank: 1', 'Position: 5, Rank: 2']","['1', '2', '3', '4', '5']","['4', '5', '3', '1', '2']","[0, 0, 58, 51, 55]","['Subregion removed for not having any annotations', 'Subregion removed for not having any annotations', '', '', '']"
14_16_sparse_code.cha,10800000,0,0,3,10800000,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,16.0,3.0,8.17,5.0,5,"['Position: 1, Rank: 5', 'Position: 2, Rank: 3', 'Position: 3, Rank: 1', 'Position: 4, Rank: 2', 'Position: 5, Rank: 4']","['1', '2', '3', '4', '5']","['5', '3', '1', '2', '4']","[0, 140, 150, 112, 0]","['Subregion removed for not having any annotations', '', '', '', 'Subregion removed for not having any annotations']"
14_17_sparse_code.cha,10800000,0,0,3,10800000,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,16.0,3.0,5.87,5.0,5,"['Position: 1, Rank: 1', 'Position: 2, Rank: 4', 'Position: 3, Rank: 3', 'Position: 4, Rank: 5', 'Position: 5, Rank: 2']","['1', '2', '3', '4', '5']","['1', '4', '3', '5', '2']","[142, 0, 79, 0, 103]","['', 'Subregion removed for not having any annotations', '', 'Subregion removed for not having any annotations', '']"
15_06_sparse_code.cha,0,5033860,0,0,33261370,0,19304760,0,0,0,0,0.0,0.0,0.0,5.36,0.0,1.4,0.0,16.0,9.24,5.36,0.0,0,[],[],[],"[0, 0, 0, 0, 0]","['', '', '', '', '']"
15_07_sparse_code.cha,0,0,0,0,39311470,0,18288520,0,0,0,0,0.0,0.0,0.0,5.08,0.0,0.0,0.0,16.0,10.92,5.08,0.0,0,[],[],[],"[0, 0, 0, 0, 0]","['', '', '', '', '']"
15_08_sparse_code.cha,14400000,940880,1,4,14400810,0,0,0,0,941690,0,0.0,0.26,0.0,0.0,4.0,0.26,0.0,16.0,4.0,2.28,5.0,5,"['Position: 1, Rank: 4', 'Position: 2, Rank: 2', 'Position: 3, Rank: 5', 'Position: 4, Rank: 3', 'Position: 5, Rank: 1']","['1', '2', '3', '4', '5']","['4', '2', '5', '3', '1']","[182, 44, 37, 113, 133]","['', '', 'Subregion removed for having a nested makeup or surplus region', '', '']"
15_09_sparse_code.cha,14400000,1956170,2,4,17050010,0,465500,0,0,4903690,0,0.0,1.36,0.0,0.13,4.0,0.54,0.05,16.0,4.74,6.71,5.0,5,"['Position: 1, Rank: 5', 'Position: 2, Rank: 2', 'Position: 3, Rank: 3', 'Position: 4, Rank: 4', 'Position: 5, Rank: 1']","['1', '2', '3', '4', '5']","['5', '2', '3', '4', '1']","[26, 67, 68, 19, 99]","['Subregion removed for having a nested makeup or surplus region', '', '', '', '']"
15_10_sparse_code.cha,14399000,2469200,2,4,13601810,0,0,0,0,1672010,0,0.0,0.46,0.0,0.0,4.0,0.69,0.0,16.0,3.78,0.39,5.0,5,"['Position: 1, Rank: 2', 'Position: 2, Rank: 4', 'Position: 3, Rank: 3', 'Position: 4, Rank: 5', 'Position: 5, Rank: 1']","['1', '2', '3', '4', '5']","['2', '4', '3', '5', '1']","[53, 19, 17, 61, 158]","['', '', '', 'Subregion removed for having a nested makeup or surplus region', '']"
15_11_sparse_code.cha,14400000,0,0,4,14381540,0,18460,0,0,0,0,0.0,0.0,0.0,0.01,4.0,0.0,0.0,16.0,3.99,7.14,5.0,5,"['Position: 1, Rank: 2', 'Position: 2, Rank: 3', 'Position: 3, Rank: 4', 'Position: 4, Rank: 1', 'Position: 5, Rank: 5']","['1', '2', '3', '4', '5']","['2', '3', '4', '1', '5']","[70, 46, 85, 36, 0]","['', '', '', '', 'Subregion removed for not having any annotations']"
15_12_sparse_code.cha,14400000,0,1,4,14351870,0,1882660,0,0,1834530,0,0.0,0.51,0.0,0.52,4.0,0.0,0.0,16.0,3.99,6.72,5.0,5,"['Position: 1, Rank: 1', 'Position: 2, Rank: 4', 'Position: 3, Rank: 2', 'Position: 4, Rank: 5', 'Position: 5, Rank: 3']","['1', '2', '3', '4', '5']","['1', '4', '2', '5', '3']","[152, 58, 54, 84, 44]","['', '', '', 'Subregion removed for having a nested makeup or surplus region', '']"
15_13_sparse_code.cha,14400000,0,0,4,14400000,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,16.0,4.0,6.6,5.0,5,"['Position: 1, Rank: 4', 'Position: 2, Rank: 2', 'Position: 3, Rank: 5', 'Position: 4, Rank: 1', 'Position: 5, Rank: 3']","['1', '2', '3', '4', '5']","['4', '2', '5', '1', '3']","[134, 85, 0, 130, 94]","['', '', 'Subregion removed for not having any annotations', '', '']"
15_14_sparse_code.cha,10800000,0,1,3,10825540,0,2010590,0,0,2036130,0,0.0,0.57,0.0,0.56,3.0,0.0,0.0,16.0,3.01,8.68,5.0,5,"['Position: 1, Rank: 5', 'Position: 2, Rank: 4', 'Position: 3, Rank: 3', 'Position: 4, Rank: 2', 'Position: 5, Rank: 1']","['1', '2', '3', '4', '5']","['5', '4', '3', '2', '1']","[0, 30, 90, 118, 134]","['Subregion removed for not having any annotations', 'Subregion removed for having a nested makeup or surplus region', '', '', '']"
15_15_sparse_code.cha,10800000,0,0,3,10800000,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,16.0,3.0,6.3,5.0,5,"['Position: 1, Rank: 3', 'Position: 2, Rank: 4', 'Position: 3, Rank: 5', 'Position: 4, Rank: 1', 'Position: 5, Rank: 2']","['1', '2', '3', '4', '5']","['3', '4', '5', '1', '2']","[72, 0, 0, 228, 118]","['', 'Subregion removed for not having any annotations', 'Subregion removed for not having any annotations', '', '']"
15_16_sparse_code.cha,10800000,0,0,3,10800000,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,16.0,3.0,6.06,5.0,5,"['Position: 1, Rank: 3', 'Position: 2, Rank: 4', 'Position: 3, Rank: 5', 'Position: 4, Rank: 2', 'Position: 5, Rank: 1']","['1', '2', '3', '4', '5']","['3', '4', '5', '2', '1']","[59, 0, 0, 173, 218]","['', 'Subregion removed for not having any annotations', 'Subregion removed for not having any annotations', '', '']"
15_17_sparse_code.cha,10800000,0,0,3,10484010,0,315990,0,0,0,0,0.0,0.0,0.0,0.09,3.0,0.0,0.0,16.0,2.91,7.68,5.0,5,"['Position: 1, Rank: 3', 'Position: 2, Rank: 5', 'Position: 3, Rank: 2', 'Position: 4, Rank: 4', 'Position: 5, Rank: 1']","['1', '2', '3', '4', '5']","['3', '5', '2', '4', '1']","[84, 0, 37, 0, 65]","['', 'Subregion removed for not having any annotations', '', 'Subregion removed for not having any annotations', '']"
16_06_sparse_code.cha,0,0,0,0,31294300,0,26305690,0,0,0,0,0.0,0.0,0.0,7.31,0.0,0.0,0.0,16.0,8.69,7.31,0.0,0,[],[],[],"[0, 0, 0, 0, 0]","['', '', '', '', '']"
16_07_sparse_code.cha,0,0,0,0,30176500,0,27423490,0,0,0,0,0.0,0.0,0.0,7.62,0.0,0.0,0.0,16.0,8.38,7.62,0.0,0,[],[],[],"[0, 0, 0, 0, 0]","['', '', '', '', '']"
16_08_sparse_code.cha,14400000,221350,1,4,14473610,0,0,0,0,294960,0,0.0,0.08,0.0,0.0,4.0,0.06,0.0,16.0,4.02,8.27,5.0,5,"['Position: 1, Rank: 2', 'Position: 2, Rank: 4', 'Position: 3, Rank: 3', 'Position: 4, Rank: 1', 'Position: 5, Rank: 5']","['1', '2', '3', '4', '5']","['2', '4', '3', '1', '5']","[93, 161, 169, 67, 0]","['', '', '', '', 'Subregion removed for having a nested makeup or surplus region']"
16_09_sparse_code.cha,14400000,0,0,4,14173440,0,226560,0,0,0,0,0.0,0.0,0.0,0.06,4.0,0.0,0.0,16.0,3.94,10.18,5.0,5,"['Position: 1, Rank: 3', 'Position: 2, Rank: 5', 'Position: 3, Rank: 4', 'Position: 4, Rank: 2', 'Position: 5, Rank: 1']","['1', '2', '3', '4', '5']","['3', '5', '4', '2', '1']","[119, 0, 107, 160, 116]","['', 'Subregion removed for not having any annotations', '', '', '']"
16_10_sparse_code.cha,14400000,1545320,1,4,13935810,0,465600,0,0,1546730,0,0.0,0.43,0.0,0.13,4.0,0.43,0.0,16.0,3.87,4.07,5.0,5,"['Position: 1, Rank: 2', 'Position: 2, Rank: 3', 'Position: 3, Rank: 1', 'Position: 4, Rank: 4', 'Position: 5, Rank: 5']","['1', '2', '3', '4', '5']","['2', '3', '1', '4', '5']","[42, 57, 63, 75, 18]","['', '', '', '', 'Subregion removed for having a nested makeup or surplus region']"
16_11_sparse_code.cha,14400000,0,0,4,14385818,0,14182,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,16.0,4.0,8.84,5.0,5,"['Position: 1, Rank: 1', 'Position: 2, Rank: 2', 'Position: 3, Rank: 5', 'Position: 4, Rank: 3', 'Position: 5, Rank: 4']","['1', '2', '3', '4', '5']","['1', '2', '5', '3', '4']","[120, 170, 0, 119, 46]","['', '', 'Subregion removed for not having any annotations', '', '']"
16_12_sparse_code.cha,14399990,970090,1,4,14801620,0,221810,0,0,1593530,0,0.0,0.44,0.0,0.06,4.0,0.27,0.0,16.0,4.11,8.54,5.0,5,"['Position: 1, Rank: 4', 'Position: 2, Rank: 1', 'Position: 3, Rank: 3', 'Position: 4, Rank: 2', 'Position: 5, Rank: 5']","['1', '2', '3', '4', '5']","['4', '1', '3', '2', '5']","[54, 234, 151, 145, 15]","['', '', '', '', 'Subregion removed for having a nested makeup or surplus region']"
16_13_sparse_code.cha,14400000,0,0,4,14218030,0,181970,0,0,0,0,0.0,0.0,0.0,0.05,4.0,0.0,0.0,16.0,3.95,7.21,5.0,5,"['Position: 1, Rank: 1', 'Position: 2, Rank: 4', 'Position: 3, Rank: 2', 'Position: 4, Rank: 5', 'Position: 5, Rank: 3']","['1', '2', '3', '4', '5']","['1', '4', '2', '5', '3']","[194, 127, 239, 0, 152]","['', '', '', 'Subregion removed for not having any annotations', '']"
16_14_sparse_code.cha,10800000,0,0,3,10684460,0,115540,0,0,0,0,0.0,0.0,0.0,0.03,3.0,0.0,0.0,16.0,2.97,7.39,5.0,5,"['Position: 1, Rank: 3', 'Position: 2, Rank: 5', 'Position: 3, Rank: 1', 'Position: 4, Rank: 4', 'Position: 5, Rank: 2']","['1', '2', '3', '4', '5']","['3', '5', '1', '4', '2']","[74, 0, 102, 0, 153]","['', 'Subregion removed for not having any annotations', '', 'Subregion removed for not having any annotations', '']"
16_15_sparse_code.cha,10800000,0,0,3,10800000,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,16.0,3.0,9.04,5.0,5,"['Position: 1, Rank: 3', 'Position: 2, Rank: 2', 'Position: 3, Rank: 4', 'Position: 4, Rank: 1', 'Position: 5, Rank: 5']","['1', '2', '3', '4', '5']","['3', '2', '4', '1', '5']","[377, 348, 0, 324, 0]","['', '', 'Subregion removed for not having any annotations', '', 'Subregion removed for not having any annotations']"
16_16_sparse_code.cha,10800000,0,0,3,10800000,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,16.0,3.0,7.51,5.0,5,"['Position: 1, Rank: 4', 'Position: 2, Rank: 1', 'Position: 3, Rank: 2', 'Position: 4, Rank: 3', 'Position: 5, Rank: 5']","['1', '2', '3', '4', '5']","['4', '1', '2', '3', '5']","[0, 108, 226, 108, 0]","['Subregion removed for not having any annotations', '', '', '', 'Subregion removed for not having any annotations']"
16_17_sparse_code.cha,10800000,0,0,3,10800000,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,16.0,3.0,6.46,5.0,5,"['Position: 1, Rank: 2', 'Position: 2, Rank: 4', 'Position: 3, Rank: 1', 'Position: 4, Rank: 5', 'Position: 5, Rank: 3']","['1', '2', '3', '4', '5']","['2', '4', '1', '5', '3']","[81, 0, 72, 0, 89]","['', 'Subregion removed for not having any annotations', '', 'Subregion removed for not having any annotations', '']"
17_06_sparse_code.cha,0,11222620,0,0,20040690,0,26336680,0,0,0,0,0.0,0.0,0.0,7.32,0.0,3.12,0.0,16.0,5.57,7.32,0.0,0,[],[],[],"[0, 0, 0, 0, 0]","['', '', '', '', '']"
17_07_sparse_code.cha,0,0,0,0,33301880,0,24298110,0,0,0,0,0.0,0.0,0.0,6.75,0.0,0.0,0.0,16.0,9.25,6.75,0.0,0,[],[],[],"[0, 0, 0, 0, 0]","['', '', '', '', '']"
17_08_sparse_code.cha,18000000,2319710,1,5,16343340,0,132860,0,0,795910,0,0.0,0.22,0.0,0.04,5.0,0.64,0.0,16.0,4.54,7.62,5.0,5,"['Position: 1, Rank: 4', 'Position: 2, Rank: 1', 'Position: 3, Rank: 5', 'Position: 4, Rank: 2', 'Position: 5, Rank: 3']","['1', '2', '3', '4', '5']","['4', '1', '5', '2', '3']","[59, 96, 12, 21, 82]","['', '', '', '', '']"
17_09_sparse_code.cha,14400000,0,0,4,14400000,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,16.0,4.0,2.95,5.0,5,"['Position: 1, Rank: 5', 'Position: 2, Rank: 3', 'Position: 3, Rank: 2', 'Position: 4, Rank: 1', 'Position: 5, Rank: 4']","['1', '2', '3', '4', '5']","['5', '3', '2', '1', '4']","[0, 52, 153, 171, 36]","['Subregion removed for not having any annotations', '', '', '', '']"
17_10_sparse_code.cha,14400000,1939260,1,4,14142310,0,253940,0,0,1681570,0,0.0,0.47,0.0,0.07,4.0,0.54,0.07,16.0,3.93,7.16,5.0,5,"['Position: 1, Rank: 5', 'Position: 2, Rank: 2', 'Position: 3, Rank: 1', 'Position: 4, Rank: 4', 'Position: 5, Rank: 3']","['1', '2', '3', '4', '5']","['5', '2', '1', '4', '3']","[65, 229, 71, 139, 146]","['Subregion removed for having a nested makeup or surplus region', '', '', '', '']"
17_11_sparse_code.cha,14400000,1323330,0,4,12771240,0,305430,0,0,0,0,0.0,0.0,0.0,0.08,4.0,0.37,0.0,16.0,3.55,9.3,5.0,5,"['Position: 1, Rank: 2', 'Position: 2, Rank: 5', 'Position: 3, Rank: 4', 'Position: 4, Rank: 3', 'Position: 5, Rank: 1']","['1', '2', '3', '4', '5']","['2', '5', '4', '3', '1']","[130, 0, 34, 64, 59]","['', 'Subregion removed for not having any annotations', '', '', '']"
17_12_sparse_code.cha,14400000,0,0,4,14242460,0,157540,0,0,0,0,0.0,0.0,0.0,0.04,4.0,0.0,0.0,16.0,3.96,9.04,5.0,5,"['Position: 1, Rank: 1', 'Position: 2, Rank: 3', 'Position: 3, Rank: 4', 'Position: 4, Rank: 2', 'Position: 5, Rank: 5']","['1', '2', '3', '4', '5']","['1', '3', '4', '2', '5']","[60, 44, 40, 67, 0]","['', '', '', '', 'Subregion removed for not having any annotations']"
17_13_sparse_code.cha,14400000,0,0,4,14024880,0,375120,0,0,0,0,0.0,0.0,0.0,0.1,4.0,0.0,0.0,16.0,3.9,6.44,5.0,5,"['Position: 1, Rank: 2', 'Position: 2, Rank: 4', 'Position: 3, Rank: 5', 'Position: 4, Rank: 1', 'Position: 5, Rank: 3']","['1', '2', '3', '4', '5']","['2', '4', '5', '1', '3']","[140, 106, 0, 162, 125]","['', '', 'Subregion removed for not having any annotations', '', '']"
17_14_sparse_code.cha,10800000,0,0,3,10800000,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,16.0,3.0,8.73,5.0,5,"['Position: 1, Rank: 4', 'Position: 2, Rank: 2', 'Position: 3, Rank: 5', 'Position: 4, Rank: 3', 'Position: 5, Rank: 1']","['1', '2', '3', '4', '5']","['4', '2', '5', '3', '1']","[0, 312, 0, 154, 212]","['Subregion removed for not having any annotations', '', 'Subregion removed for not having any annotations', '', '']"
17_15_sparse_code.cha,10800000,0,0,3,10800000,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,16.0,3.0,6.66,5.0,5,"['Position: 1, Rank: 2', 'Position: 2, Rank: 4', 'Position: 3, Rank: 1', 'Position: 4, Rank: 5', 'Position: 5, Rank: 3']","['1', '2', '3', '4', '5']","['2', '4', '1', '5', '3']","[258, 0, 217, 0, 327]","['', 'Subregion removed for not having any annotations', '', 'Subregion removed for not having any annotations', '']"
17_16_sparse_code.cha,10800000,0,0,3,10800000,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,16.0,3.0,7.68,5.0,5,"['Position: 1, Rank: 3', 'Position: 2, Rank: 5', 'Position: 3, Rank: 1', 'Position: 4, Rank: 2', 'Position: 5, Rank: 4']","['1', '2', '3', '4', '5']","['3', '5', '1', '2', '4']","[205, 0, 169, 120, 0]","['', 'Subregion removed for not having any annotations', '', '', 'Subregion removed for not having any annotations']"
17_17_sparse_code.cha,10800000,0,0,3,10800000,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,16.0,3.0,6.63,5.0,5,"['Position: 1, Rank: 3', 'Position: 2, Rank: 5', 'Position: 3, Rank: 2', 'Position: 4, Rank: 1', 'Position: 5, Rank: 4']","['1', '2', '3', '4', '5']","['3', '5', '2', '1', '4']","[236, 0, 232, 196, 0]","['', 'Subregion removed for not having any annotations', '', '', 'Subregion removed for not having any annotations']"
18_06_sparse_code.cha,0,0,0,0,32015160,0,19582580,0,0,0,0,0.0,0.0,0.0,5.44,0.0,0.0,0.0,14.33,8.89,5.44,0.0,0,[],[],[],"[0, 0, 0, 0, 0]","['', '', '', '', '']"
