filename,subregion_time,skip_time,num_makeup_region,num_subregion_with_annot,total_listen_time,num_extra_region,silence_time,num_surplus_region,surplus_time,makeup_time,extra_time,extra_time_hour,makeup_time_hour,surplus_time_hour,silence_time_hour,subregion_time_hour,skip_time_hour,skip_silence_overlap_hour,end_time_hour,total_listen_time_hour,silence_raw_hour,subregion_raw_hour,num_raw_subregion,subregions,positions,ranks,counts,removals
36_13_sparse_code.cha,14400000,0,0,4,14400000,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,10.75,4.0,2.62,5.0,5,"['Position: 1, Rank: 4', 'Position: 2, Rank: 3', 'Position: 3, Rank: 1', 'Position: 4, Rank: 5', 'Position: 5, Rank: 2']","['1', '2', '3', '4', '5']","['4', '3', '1', '5', '2']","[71, 67, 103, 0, 45]","['', '', '', 'Subregion removed for not having any annotations', '']"
36_14_sparse_code.cha,10800000,0,0,3,10800000,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,11.88,3.0,1.65,5.0,5,"['Position: 1, Rank: 4', 'Position: 2, Rank: 3', 'Position: 3, Rank: 5', 'Position: 4, Rank: 1', 'Position: 5, Rank: 2']","['1', '2', '3', '4', '5']","['4', '3', '5', '1', '2']","[0, 42, 0, 30, 226]","['Subregion removed for not having any annotations', '', 'Subregion removed for not having any annotations', '', '']"
36_15_sparse_code.cha,10800000,3215590,1,3,10796350,0,0,0,0,3211940,0,0.0,0.89,0.0,0.0,3.0,0.89,0.0,11.98,3.0,1.88,5.0,5,"['Position: 1, Rank: 3', 'Position: 2, Rank: 1', 'Position: 3, Rank: 2', 'Position: 4, Rank: 5', 'Position: 5, Rank: 4']","['1', '2', '3', '4', '5']","['3', '1', '2', '5', '4']","[72, 5, 55, 0, 45]","['', '', '', 'Subregion removed for not having any annotations', 'Subregion removed for having a nested makeup or surplus region']"
36_16_sparse_code.cha,10800000,0,0,3,10104930,0,695070,0,0,0,0,0.0,0.0,0.0,0.19,3.0,0.0,0.0,12.15,2.81,2.46,5.0,5,"['Position: 1, Rank: 5', 'Position: 2, Rank: 4', 'Position: 3, Rank: 1', 'Position: 4, Rank: 3', 'Position: 5, Rank: 2']","['1', '2', '3', '4', '5']","['5', '4', '1', '3', '2']","[0, 0, 79, 121, 78]","['Subregion removed for not having any annotations', 'Subregion removed for not having any annotations', '', '', '']"
36_17_sparse_code.cha,10800000,0,0,3,10800000,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,11.98,3.0,2.25,5.0,5,"['Position: 1, Rank: 1', 'Position: 2, Rank: 5', 'Position: 3, Rank: 3', 'Position: 4, Rank: 4', 'Position: 5, Rank: 2']","['1', '2', '3', '4', '5']","['1', '5', '3', '4', '2']","[77, 0, 31, 0, 61]","['', 'Subregion removed for not having any annotations', '', 'Subregion removed for not having any annotations', '']"
37_06_sparse_code.cha,0,1343790,0,0,28230160,0,28026040,0,0,0,0,0.0,0.0,0.0,7.79,0.0,0.37,0.0,16.0,7.84,7.79,0.0,0,[],[],[],"[0, 0, 0, 0, 0]","['', '', '', '', '']"
37_07_sparse_code.cha,0,13923520,0,0,34690100,0,21479490,0,0,0,0,0.0,0.0,0.0,5.97,0.0,3.87,3.47,16.0,9.64,5.97,0.0,0,[],[],[],"[0, 0, 0, 0, 0]","['', '', '', '', '']"
37_08_sparse_code.cha,14399990,0,0,4,14399990,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,16.0,4.0,7.62,5.0,5,"['Position: 1, Rank: 4', 'Position: 2, Rank: 1', 'Position: 3, Rank: 5', 'Position: 4, Rank: 3', 'Position: 5, Rank: 2']","['1', '2', '3', '4', '5']","['4', '1', '5', '3', '2']","[36, 75, 0, 37, 78]","['', '', 'Subregion removed for not having any annotations', '', '']"
37_09_sparse_code.cha,14400000,0,0,4,13817000,0,583000,0,0,0,0,0.0,0.0,0.0,0.16,4.0,0.0,0.0,16.0,3.84,9.16,5.0,5,"['Position: 1, Rank: 4', 'Position: 2, Rank: 1', 'Position: 3, Rank: 5', 'Position: 4, Rank: 3', 'Position: 5, Rank: 2']","['1', '2', '3', '4', '5']","['4', '1', '5', '3', '2']","[69, 51, 0, 36, 53]","['', '', 'Subregion removed for not having any annotations', '', '']"
37_10_sparse_code.cha,14400000,0,0,4,14372800,0,27200,0,0,0,0,0.0,0.0,0.0,0.01,4.0,0.0,0.0,16.0,3.99,10.11,5.0,5,"['Position: 1, Rank: 5', 'Position: 2, Rank: 3', 'Position: 3, Rank: 4', 'Position: 4, Rank: 2', 'Position: 5, Rank: 1']","['1', '2', '3', '4', '5']","['5', '3', '4', '2', '1']","[0, 45, 92, 40, 113]","['Subregion removed for not having any annotations', '', '', '', '']"
37_11_sparse_code.cha,14400000,0,0,4,14201500,0,198500,0,0,0,0,0.0,0.0,0.0,0.06,4.0,0.0,0.0,16.0,3.94,7.98,5.0,5,"['Position: 1, Rank: 5', 'Position: 2, Rank: 3', 'Position: 3, Rank: 2', 'Position: 4, Rank: 1', 'Position: 5, Rank: 4']","['1', '2', '3', '4', '5']","['5', '3', '2', '1', '4']","[0, 115, 32, 99, 40]","['Subregion removed for not having any annotations', '', '', '', '']"
37_12_sparse_code.cha,14400000,0,0,4,14114940,0,285060,0,0,0,0,0.0,0.0,0.0,0.08,4.0,0.0,0.0,16.0,3.92,8.65,5.0,5,"['Position: 1, Rank: 4', 'Position: 2, Rank: 5', 'Position: 3, Rank: 1', 'Position: 4, Rank: 2', 'Position: 5, Rank: 3']","['1', '2', '3', '4', '5']","['4', '5', '1', '2', '3']","[78, 0, 59, 153, 68]","['', 'Subregion removed for not having any annotations', '', '', '']"
37_13_sparse_code.cha,14400000,191040,0,4,14208960,0,191040,0,0,0,0,0.0,0.0,0.0,0.05,4.0,0.05,0.05,16.0,3.95,7.42,5.0,5,"['Position: 1, Rank: 4', 'Position: 2, Rank: 5', 'Position: 3, Rank: 1', 'Position: 4, Rank: 3', 'Position: 5, Rank: 2']","['1', '2', '3', '4', '5']","['4', '5', '1', '3', '2']","[75, 0, 60, 22, 43]","['', 'Subregion removed for not having any annotations', '', '', '']"
37_14_sparse_code.cha,10800000,0,0,3,10729910,0,70090,0,0,0,0,0.0,0.0,0.0,0.02,3.0,0.0,0.0,16.0,2.98,9.11,5.0,5,"['Position: 1, Rank: 1', 'Position: 2, Rank: 3', 'Position: 3, Rank: 5', 'Position: 4, Rank: 2', 'Position: 5, Rank: 4']","['1', '2', '3', '4', '5']","['1', '3', '5', '2', '4']","[83, 94, 0, 93, 0]","['', '', 'Subregion removed for not having any annotations', '', 'Subregion removed for not having any annotations']"
37_15_sparse_code.cha,10800000,0,0,3,10622930,0,177070,0,0,0,0,0.0,0.0,0.0,0.05,3.0,0.0,0.0,16.0,2.95,8.68,5.0,5,"['Position: 1, Rank: 4', 'Position: 2, Rank: 2', 'Position: 3, Rank: 3', 'Position: 4, Rank: 1', 'Position: 5, Rank: 5']","['1', '2', '3', '4', '5']","['4', '2', '3', '1', '5']","[0, 32, 28, 93, 0]","['Subregion removed for not having any annotations', '', '', '', 'Subregion removed for not having any annotations']"
37_16_sparse_code.cha,10800000,0,0,3,10800000,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,16.0,3.0,7.88,5.0,5,"['Position: 1, Rank: 1', 'Position: 2, Rank: 3', 'Position: 3, Rank: 4', 'Position: 4, Rank: 2', 'Position: 5, Rank: 5']","['1', '2', '3', '4', '5']","['1', '3', '4', '2', '5']","[62, 109, 0, 41, 0]","['', '', 'Subregion removed for not having any annotations', '', 'Subregion removed for not having any annotations']"
37_17_sparse_code.cha,10800000,0,0,3,10800000,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,16.0,3.0,7.46,5.0,5,"['Position: 1, Rank: 1', 'Position: 2, Rank: 5', 'Position: 3, Rank: 2', 'Position: 4, Rank: 3', 'Position: 5, Rank: 4']","['1', '2', '3', '4', '5']","['1', '5', '2', '3', '4']","[87, 0, 67, 63, 0]","['', 'Subregion removed for not having any annotations', '', '', 'Subregion removed for not having any annotations']"
38_06_sparse_code.cha,0,4790040,0,0,40779000,0,1793010,0,0,0,0,0.0,0.0,0.0,0.5,0.0,1.33,0.0,13.16,11.33,0.5,0.0,0,[],[],[],"[0, 0, 0, 0, 0]","['', '', '', '', '']"
38_07_sparse_code.cha,0,977770,0,0,36245160,0,9268060,0,0,0,0,0.0,0.0,0.0,2.57,0.0,0.27,0.0,12.91,10.07,2.57,0.0,0,[],[],[],"[0, 0, 0, 0, 0]","['', '', '', '', '']"
38_08_sparse_code.cha,14400000,43090,0,4,14356910,0,43090,0,0,0,0,0.0,0.0,0.0,0.01,4.0,0.01,0.01,12.13,3.99,0.86,5.0,5,"['Position: 1, Rank: 2', 'Position: 2, Rank: 5', 'Position: 3, Rank: 4', 'Position: 4, Rank: 1', 'Position: 5, Rank: 3']","['1', '2', '3', '4', '5']","['2', '5', '4', '1', '3']","[70, 0, 136, 103, 30]","['', 'Subregion removed for not having any annotations', '', '', '']"
38_09_sparse_code.cha,10800000,0,0,3,10800000,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,13.57,3.0,2.92,5.0,5,"['Position: 1, Rank: 1', 'Position: 2, Rank: 2', 'Position: 3, Rank: 4', 'Position: 4, Rank: 5', 'Position: 5, Rank: 3']","['1', '2', '3', '4', '5']","['1', '2', '4', '5', '3']","[32, 26, 23, 0, 0]","['', '', '', 'Subregion removed for not having any annotations', 'Subregion removed for not having any annotations']"
38_10_sparse_code.cha,14400000,0,0,4,14400000,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,16.0,4.0,4.07,5.0,5,"['Position: 1, Rank: 3', 'Position: 2, Rank: 5', 'Position: 3, Rank: 2', 'Position: 4, Rank: 1', 'Position: 5, Rank: 4']","['1', '2', '3', '4', '5']","['3', '5', '2', '1', '4']","[69, 0, 40, 65, 14]","['', 'Subregion removed for not having any annotations', '', '', '']"
38_11_sparse_code.cha,14400000,0,0,4,14317950,0,82050,0,0,0,0,0.0,0.0,0.0,0.02,4.0,0.0,0.0,13.46,3.98,2.41,5.0,5,"['Position: 1, Rank: 4', 'Position: 2, Rank: 5', 'Position: 3, Rank: 2', 'Position: 4, Rank: 3', 'Position: 5, Rank: 1']","['1', '2', '3', '4', '5']","['4', '5', '2', '3', '1']","[77, 0, 66, 80, 114]","['', 'Subregion removed for not having any annotations', '', '', '']"
38_12_sparse_code.cha,14400000,1374180,1,4,14110510,0,1374180,0,0,1084690,0,0.0,0.3,0.0,0.38,4.0,0.38,0.38,13.08,3.92,2.31,5.0,5,"['Position: 1, Rank: 2', 'Position: 2, Rank: 3', 'Position: 3, Rank: 5', 'Position: 4, Rank: 4', 'Position: 5, Rank: 1']","['1', '2', '3', '4', '5']","['2', '3', '5', '4', '1']","[67, 55, 36, 29, 39]","['', '', 'Subregion removed for having a nested makeup or surplus region', '', '']"
38_13_sparse_code.cha,14400000,0,0,4,14400000,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,13.04,4.0,2.96,5.0,5,"['Position: 1, Rank: 2', 'Position: 2, Rank: 1', 'Position: 3, Rank: 3', 'Position: 4, Rank: 5', 'Position: 5, Rank: 4']","['1', '2', '3', '4', '5']","['2', '1', '3', '5', '4']","[130, 111, 92, 0, 78]","['', '', '', 'Subregion removed for not having any annotations', '']"
38_14_sparse_code.cha,10800000,0,0,3,10800000,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,12.96,3.0,4.09,5.0,5,"['Position: 1, Rank: 1', 'Position: 2, Rank: 2', 'Position: 3, Rank: 3', 'Position: 4, Rank: 5', 'Position: 5, Rank: 4']","['1', '2', '3', '4', '5']","['1', '2', '3', '5', '4']","[106, 92, 165, 0, 0]","['', '', '', 'Subregion removed for not having any annotations', 'Subregion removed for not having any annotations']"
38_15_sparse_code.cha,10800000,0,0,3,10800000,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,15.49,3.0,3.4,5.0,5,"['Position: 1, Rank: 5', 'Position: 2, Rank: 2', 'Position: 3, Rank: 1', 'Position: 4, Rank: 3', 'Position: 5, Rank: 4']","['1', '2', '3', '4', '5']","['5', '2', '1', '3', '4']","[0, 191, 230, 120, 0]","['Subregion removed for not having any annotations', '', '', '', 'Subregion removed for not having any annotations']"
38_16_sparse_code.cha,10800000,0,0,3,10800000,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,13.35,3.0,1.13,5.0,5,"['Position: 1, Rank: 4', 'Position: 2, Rank: 1', 'Position: 3, Rank: 2', 'Position: 4, Rank: 5', 'Position: 5, Rank: 3']","['1', '2', '3', '4', '5']","['4', '1', '2', '5', '3']","[0, 70, 256, 0, 72]","['Subregion removed for not having any annotations', '', '', 'Subregion removed for not having any annotations', '']"
38_17_sparse_code.cha,10800000,0,0,3,10800000,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,14.0,3.0,2.19,5.0,5,"['Position: 1, Rank: 5', 'Position: 2, Rank: 4', 'Position: 3, Rank: 2', 'Position: 4, Rank: 3', 'Position: 5, Rank: 1']","['1', '2', '3', '4', '5']","['5', '4', '2', '3', '1']","[0, 0, 82, 102, 43]","['Subregion removed for not having any annotations', 'Subregion removed for not having any annotations', '', '', '']"
39_06_sparse_code.cha,0,2448870,0,0,34816670,0,3135950,0,0,0,0,0.0,0.0,0.0,0.87,0.0,0.68,0.0,11.22,9.67,0.87,0.0,0,[],[],[],"[0, 0, 0, 0, 0]","['', '', '', '', '']"
39_07_sparse_code.cha,0,2232270,0,0,37005840,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,10.9,10.28,0.0,0.0,0,[],[],[],"[0, 0, 0, 0, 0]","['', '', '', '', '']"
39_08_sparse_code.cha,14400000,0,1,4,13800410,0,1524620,0,0,925030,0,0.0,0.26,0.0,0.42,4.0,0.0,0.0,12.85,3.83,4.54,5.0,5,"['Position: 1, Rank: 1', 'Position: 2, Rank: 5', 'Position: 3, Rank: 3', 'Position: 4, Rank: 4', 'Position: 5, Rank: 2']","['1', '2', '3', '4', '5']","['1', '5', '3', '4', '2']","[37, 6, 105, 52, 55]","['', 'Subregion removed for having a nested makeup or surplus region', '', '', '']"
39_09_sparse_code.cha,14400000,643620,1,4,14311100,0,90150,0,0,644870,0,0.0,0.18,0.0,0.03,4.0,0.18,0.0,12.07,3.98,1.33,5.0,5,"['Position: 1, Rank: 1', 'Position: 2, Rank: 4', 'Position: 3, Rank: 2', 'Position: 4, Rank: 3', 'Position: 5, Rank: 5']","['1', '2', '3', '4', '5']","['1', '4', '2', '3', '5']","[191, 76, 22, 24, 2]","['', '', '', '', 'Subregion removed for having a nested makeup or surplus region']"
39_10_sparse_code.cha,14400000,0,0,4,14400000,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,13.07,4.0,0.78,5.0,5,"['Position: 1, Rank: 2', 'Position: 2, Rank: 5', 'Position: 3, Rank: 3', 'Position: 4, Rank: 4', 'Position: 5, Rank: 1']","['1', '2', '3', '4', '5']","['2', '5', '3', '4', '1']","[54, 0, 13, 2, 5]","['', 'Subregion removed for not having any annotations', '', '', '']"
39_11_sparse_code.cha,14400000,69730,0,4,13713800,0,616470,0,0,0,0,0.0,0.0,0.0,0.17,4.0,0.02,0.0,9.0,3.81,2.27,5.0,5,"['Position: 1, Rank: 1', 'Position: 2, Rank: 4', 'Position: 3, Rank: 5', 'Position: 4, Rank: 3', 'Position: 5, Rank: 2']","['1', '2', '3', '4', '5']","['1', '4', '5', '3', '2']","[54, 27, 0, 53, 79]","['', '', 'Subregion removed for not having any annotations', '', '']"
39_12_sparse_code.cha,14399000,0,0,4,14371030,0,27970,0,0,0,0,0.0,0.0,0.0,0.01,4.0,0.0,0.0,12.39,3.99,5.21,5.0,5,"['Position: 1, Rank: 1', 'Position: 2, Rank: 4', 'Position: 3, Rank: 3', 'Position: 4, Rank: 2', 'Position: 5, Rank: 5']","['1', '2', '3', '4', '5']","['1', '4', '3', '2', '5']","[82, 77, 44, 46, 0]","['', '', '', '', 'Subregion removed for not having any annotations']"
39_13_sparse_code.cha,14399000,460590,0,4,13938410,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.13,0.0,6.74,3.87,0.01,5.0,5,"['Position: 1, Rank: 3', 'Position: 2, Rank: 1', 'Position: 3, Rank: 5', 'Position: 4, Rank: 4', 'Position: 5, Rank: 2']","['1', '2', '3', '4', '5']","['3', '1', '5', '4', '2']","[54, 14, 0, 2, 43]","['', '', 'Subregion removed for not having any annotations', '', '']"
39_14_sparse_code.cha,10800000,0,0,3,10800000,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,11.0,3.0,0.41,5.0,5,"['Position: 1, Rank: 3', 'Position: 2, Rank: 1', 'Position: 3, Rank: 5', 'Position: 4, Rank: 2', 'Position: 5, Rank: 4']","['1', '2', '3', '4', '5']","['3', '1', '5', '2', '4']","[69, 45, 0, 88, 0]","['', '', 'Subregion removed for not having any annotations', '', 'Subregion removed for not having any annotations']"
39_15_sparse_code.cha,10800000,0,0,3,10800000,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,10.37,3.0,1.78,5.0,5,"['Position: 1, Rank: 1', 'Position: 2, Rank: 5', 'Position: 3, Rank: 3', 'Position: 4, Rank: 4', 'Position: 5, Rank: 2']","['1', '2', '3', '4', '5']","['1', '5', '3', '4', '2']","[25, 0, 54, 0, 13]","['', 'Subregion removed for not having any annotations', '', 'Subregion removed for not having any annotations', '']"
39_16_sparse_code.cha,10800000,0,0,3,10800000,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,11.89,3.0,1.08,5.0,5,"['Position: 1, Rank: 3', 'Position: 2, Rank: 1', 'Position: 3, Rank: 4', 'Position: 4, Rank: 5', 'Position: 5, Rank: 2']","['1', '2', '3', '4', '5']","['3', '1', '4', '5', '2']","[26, 50, 0, 0, 116]","['', '', 'Subregion removed for not having any annotations', 'Subregion removed for not having any annotations', '']"
39_17_sparse_code.cha,10800000,145500,1,3,10785230,0,0,0,0,130730,0,0.0,0.04,0.0,0.0,3.0,0.04,0.0,9.76,3.0,2.46,5.0,5,"['Position: 1, Rank: 5', 'Position: 2, Rank: 2', 'Position: 3, Rank: 4', 'Position: 4, Rank: 1', 'Position: 5, Rank: 3']","['1', '2', '3', '4', '5']","['5', '2', '4', '1', '3']","[0, 45, 2, 50, 38]","['Subregion removed for not having any annotations', '', 'Subregion removed for having a nested makeup or surplus region', '', '']"
40_06_sparse_code.cha,0,6015160,0,0,35553410,0,4609730,0,0,0,0,0.0,0.0,0.0,1.28,0.0,1.67,0.0,12.83,9.88,1.28,0.0,0,[],[],[],"[0, 0, 0, 0, 0]","['', '', '', '', '']"
40_07_sparse_code.cha,0,4904990,0,0,35218980,0,17476020,0,0,0,0,0.0,0.0,0.0,4.85,0.0,1.36,0.0,16.0,9.78,4.85,0.0,0,[],[],[],"[0, 0, 0, 0, 0]","['', '', '', '', '']"
40_08_sparse_code.cha,14400000,0,0,4,14400000,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,16.0,4.0,4.73,5.0,5,"['Position: 1, Rank: 3', 'Position: 2, Rank: 4', 'Position: 3, Rank: 1', 'Position: 4, Rank: 5', 'Position: 5, Rank: 2']","['1', '2', '3', '4', '5']","['3', '4', '1', '5', '2']","[26, 81, 69, 0, 52]","['', '', '', 'Subregion removed for not having any annotations', '']"
40_09_sparse_code.cha,14400000,0,0,4,14400000,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,16.0,4.0,5.61,5.0,5,"['Position: 1, Rank: 4', 'Position: 2, Rank: 5', 'Position: 3, Rank: 2', 'Position: 4, Rank: 3', 'Position: 5, Rank: 1']","['1', '2', '3', '4', '5']","['4', '5', '2', '3', '1']","[91, 0, 113, 91, 74]","['', 'Subregion removed for not having any annotations', '', '', '']"
40_10_sparse_code.cha,14400000,954380,1,4,14406240,0,0,0,0,960620,0,0.0,0.27,0.0,0.0,4.0,0.27,0.0,16.0,4.0,3.6,5.0,5,"['Position: 1, Rank: 1', 'Position: 2, Rank: 2', 'Position: 3, Rank: 3', 'Position: 4, Rank: 5', 'Position: 5, Rank: 4']","['1', '2', '3', '4', '5']","['1', '2', '3', '5', '4']","[44, 31, 14, 5, 20]","['', '', '', 'Subregion removed for having a nested makeup or surplus region', '']"
40_11_sparse_code.cha,14399990,0,1,4,12486260,4,3123950,0,0,35860,1174360,0.33,0.01,0.0,0.87,4.0,0.0,0.0,16.0,3.47,12.48,5.0,5,"['Position: 1, Rank: 4', 'Position: 2, Rank: 2', 'Position: 3, Rank: 3', 'Position: 4, Rank: 1', 'Position: 5, Rank: 5']","['1', '2', '3', '4', '5']","['4', '2', '3', '1', '5']","[2, 98, 69, 100, 1]","['', '', '', '', 'Subregion removed for having a nested makeup or surplus region']"
40_12_sparse_code.cha,14400000,511110,0,4,13888890,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.14,0.0,16.0,3.86,4.02,5.0,5,"['Position: 1, Rank: 2', 'Position: 2, Rank: 4', 'Position: 3, Rank: 5', 'Position: 4, Rank: 1', 'Position: 5, Rank: 3']","['1', '2', '3', '4', '5']","['2', '4', '5', '1', '3']","[44, 52, 0, 31, 46]","['', '', 'Subregion removed for not having any annotations', '', '']"
40_13_sparse_code.cha,14400000,0,0,4,14400000,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,16.0,4.0,7.25,5.0,5,"['Position: 1, Rank: 3', 'Position: 2, Rank: 2', 'Position: 3, Rank: 1', 'Position: 4, Rank: 4', 'Position: 5, Rank: 5']","['1', '2', '3', '4', '5']","['3', '2', '1', '4', '5']","[46, 39, 11, 26, 0]","['', '', '', '', 'Subregion removed for not having any annotations']"
40_14_sparse_code.cha,10800000,0,0,3,10800000,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,13.78,3.0,2.8,5.0,5,"['Position: 1, Rank: 4', 'Position: 2, Rank: 3', 'Position: 3, Rank: 5', 'Position: 4, Rank: 2', 'Position: 5, Rank: 1']","['1', '2', '3', '4', '5']","['4', '3', '5', '2', '1']","[0, 43, 0, 70, 63]","['Subregion removed for not having any annotations', '', 'Subregion removed for not having any annotations', '', '']"
40_15_sparse_code.cha,10800000,2810990,1,3,10809910,0,0,0,0,2820900,0,0.0,0.78,0.0,0.0,3.0,0.78,0.0,16.0,3.0,6.11,5.0,5,"['Position: 1, Rank: 4', 'Position: 2, Rank: 2', 'Position: 3, Rank: 5', 'Position: 4, Rank: 3', 'Position: 5, Rank: 1']","['1', '2', '3', '4', '5']","['4', '2', '5', '3', '1']","[4, 73, 0, 7, 181]","['Subregion removed for having a nested makeup or surplus region', '', 'Subregion removed for not having any annotations', '', '']"
40_16_sparse_code.cha,10800000,0,0,3,10800000,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,16.0,3.0,4.82,5.0,5,"['Position: 1, Rank: 5', 'Position: 2, Rank: 3', 'Position: 3, Rank: 1', 'Position: 4, Rank: 2', 'Position: 5, Rank: 4']","['1', '2', '3', '4', '5']","['5', '3', '1', '2', '4']","[0, 13, 153, 40, 0]","['Subregion removed for not having any annotations', '', '', '', 'Subregion removed for not having any annotations']"
40_17_sparse_code.cha,10800000,0,0,3,10800000,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,14.46,3.0,3.54,5.0,5,"['Position: 1, Rank: 2', 'Position: 2, Rank: 5', 'Position: 3, Rank: 1', 'Position: 4, Rank: 4', 'Position: 5, Rank: 3']","['1', '2', '3', '4', '5']","['2', '5', '1', '4', '3']","[102, 0, 101, 0, 91]","['', 'Subregion removed for not having any annotations', '', 'Subregion removed for not having any annotations', '']"
41_06_sparse_code.cha,0,1975490,0,0,37128430,0,18496070,0,0,0,0,0.0,0.0,0.0,5.14,0.0,0.55,0.0,16.0,10.31,5.14,0.0,0,[],[],[],"[0, 0, 0, 0, 0]","['', '', '', '', '']"
41_07_sparse_code.cha,0,10088360,0,0,40056510,0,7455120,0,0,0,0,0.0,0.0,0.0,2.07,0.0,2.8,0.0,16.0,11.13,2.07,0.0,0,[],[],[],"[0, 0, 0, 0, 0]","['', '', '', '', '']"
41_08_sparse_code.cha,14400000,1063370,1,4,14226090,0,176220,0,0,899130,0,0.0,0.25,0.0,0.05,4.0,0.3,0.05,16.0,3.95,5.08,5.0,5,"['Position: 1, Rank: 5', 'Position: 2, Rank: 2', 'Position: 3, Rank: 3', 'Position: 4, Rank: 1', 'Position: 5, Rank: 4']","['1', '2', '3', '4', '5']","['5', '2', '3', '1', '4']","[4, 99, 66, 61, 93]","['Subregion removed for having a nested makeup or surplus region', '', '', '', '']"
41_09_sparse_code.cha,14400000,1260580,1,4,14204570,0,1456130,0,0,1260700,0,0.0,0.35,0.0,0.4,4.0,0.35,0.35,16.0,3.95,5.1,5.0,5,"['Position: 1, Rank: 2', 'Position: 2, Rank: 4', 'Position: 3, Rank: 5', 'Position: 4, Rank: 1', 'Position: 5, Rank: 3']","['1', '2', '3', '4', '5']","['2', '4', '5', '1', '3']","[160, 29, 47, 104, 51]","['', '', 'Subregion removed for having a nested makeup or surplus region', '', '']"
41_10_sparse_code.cha,14400000,0,1,4,16186120,0,0,0,0,1786120,0,0.0,0.5,0.0,0.0,4.0,0.0,0.0,16.0,4.5,8.72,5.0,5,"['Position: 1, Rank: 5', 'Position: 2, Rank: 3', 'Position: 3, Rank: 4', 'Position: 4, Rank: 1', 'Position: 5, Rank: 2']","['1', '2', '3', '4', '5']","['5', '3', '4', '1', '2']","[24, 143, 101, 81, 257]","['Subregion removed for having a nested makeup or surplus region', '', '', '', '']"
41_11_sparse_code.cha,14400000,687140,1,4,14918220,0,75900,0,0,1281260,0,0.0,0.36,0.0,0.02,4.0,0.19,0.0,16.0,4.14,5.7,5.0,5,"['Position: 1, Rank: 5', 'Position: 2, Rank: 1', 'Position: 3, Rank: 4', 'Position: 4, Rank: 3', 'Position: 5, Rank: 2']","['1', '2', '3', '4', '5']","['5', '1', '4', '3', '2']","[21, 120, 152, 78, 115]","['Subregion removed for having a nested makeup or surplus region', '', '', '', '']"
41_12_sparse_code.cha,14400000,0,1,4,14695960,0,1067800,0,0,1363760,0,0.0,0.38,0.0,0.3,4.0,0.0,0.0,16.0,4.08,7.77,5.0,5,"['Position: 1, Rank: 2', 'Position: 2, Rank: 5', 'Position: 3, Rank: 4', 'Position: 4, Rank: 1', 'Position: 5, Rank: 3']","['1', '2', '3', '4', '5']","['2', '5', '4', '1', '3']","[206, 22, 67, 110, 114]","['', 'Subregion removed for having a nested makeup or surplus region', '', '', '']"
41_13_sparse_code.cha,14400000,1857240,1,4,14404620,0,0,0,0,1861860,0,0.0,0.52,0.0,0.0,4.0,0.52,0.0,16.0,4.0,6.86,5.0,5,"['Position: 1, Rank: 2', 'Position: 2, Rank: 1', 'Position: 3, Rank: 4', 'Position: 4, Rank: 5', 'Position: 5, Rank: 3']","['1', '2', '3', '4', '5']","['2', '1', '4', '5', '3']","[180, 75, 213, 90, 203]","['', '', '', 'Subregion removed for having a nested makeup or surplus region', '']"
