filename,region_type,start_time,stop_time
41_10_sparse_code.cha,subregion,28500000,32100000
41_10_sparse_code.cha,subregion,33600000,37200000
41_10_sparse_code.cha,silence,3466530,5558980
41_10_sparse_code.cha,silence,12974410,23333790
41_10_sparse_code.cha,silence,38663770,57599990
06_11_sparse_code.cha,skip,2409060,2854740
06_11_sparse_code.cha,makeup,5124460,5546800
06_11_sparse_code.cha,subregion,1500000,5100000
06_11_sparse_code.cha,subregion,5100000,8700000
06_11_sparse_code.cha,subregion,27600000,31200000
06_11_sparse_code.cha,subregion,32400000,36000000
06_11_sparse_code.cha,subregion,38700000,42300000
06_11_sparse_code.cha,silence,13176460,13893790
06_11_sparse_code.cha,silence,17372420,25945140
06_11_sparse_code.cha,silence,26519040,27490490
09_06_sparse_code.cha,silence,7773260,17571470
09_06_sparse_code.cha,silence,26319490,31365670
09_06_sparse_code.cha,silence,46737280,57599990
04_17_sparse_code.cha,subregion,1500000,5100000
04_17_sparse_code.cha,subregion,14700000,18300000
04_17_sparse_code.cha,subregion,24300000,27900000
04_17_sparse_code.cha,subregion,30300000,33900000
04_17_sparse_code.cha,subregion,34800000,38400000
35_11_sparse_code.cha,subregion,3900000,7500000
35_11_sparse_code.cha,subregion,19500000,23100000
35_11_sparse_code.cha,subregion,24600000,28200000
35_11_sparse_code.cha,subregion,30300000,33900000
35_11_sparse_code.cha,subregion,34500000,38100000
35_11_sparse_code.cha,silence,14697610,19317170
28_15_sparse_code.cha,subregion,0,3600000
28_15_sparse_code.cha,subregion,11100000,14700000
28_15_sparse_code.cha,subregion,21000000,24600000
28_15_sparse_code.cha,subregion,26700000,30300000
28_15_sparse_code.cha,subregion,30300000,33900000
28_15_sparse_code.cha,silence,2833160,11105790
02_16_sparse_code.cha,subregion,300000,3900000
02_16_sparse_code.cha,subregion,9900000,13500000
02_16_sparse_code.cha,subregion,28800000,32400000
02_16_sparse_code.cha,subregion,32700000,36300000
02_16_sparse_code.cha,subregion,38700000,42300000
02_16_sparse_code.cha,silence,16664200,24824350
02_16_sparse_code.cha,silence,42926760,57599990
10_06_sparse_code.cha,silence,22580770,23670530
10_06_sparse_code.cha,silence,24785350,24988040
10_06_sparse_code.cha,silence,31113690,33063250
32_13_sparse_code.cha,extra,36000860,37530220
32_13_sparse_code.cha,skip,2669160,3600810
32_13_sparse_code.cha,skip,8700710,9237320
32_13_sparse_code.cha,skip,11089200,12300700
32_13_sparse_code.cha,skip,12308690,13179160
32_13_sparse_code.cha,skip,13301510,13931350
32_13_sparse_code.cha,makeup,39904370,43500540
32_13_sparse_code.cha,subregion,1000,3600000
32_13_sparse_code.cha,subregion,8700000,12300000
32_13_sparse_code.cha,subregion,12300000,15900000
32_13_sparse_code.cha,subregion,32400000,36000000
32_13_sparse_code.cha,subregion,39900000,43500000
32_13_sparse_code.cha,silence,14984170,16195460
32_13_sparse_code.cha,silence,25665590,30982550
32_13_sparse_code.cha,silence,51119940,57599990
20_15_sparse_code.cha,subregion,1000,3600000
20_15_sparse_code.cha,subregion,5100000,8700000
20_15_sparse_code.cha,subregion,18600000,22200000
20_15_sparse_code.cha,subregion,27300000,30900000
20_15_sparse_code.cha,subregion,34800000,38400000
20_15_sparse_code.cha,silence,10288090,16382870
20_15_sparse_code.cha,silence,24564880,27248090
20_15_sparse_code.cha,silence,40626320,57599990
44_11_sparse_code.cha,subregion,2700000,6300000
44_11_sparse_code.cha,subregion,6300000,9900000
44_11_sparse_code.cha,subregion,12000000,15600000
44_11_sparse_code.cha,subregion,33000000,36600000
44_11_sparse_code.cha,subregion,36600000,40200000
44_11_sparse_code.cha,silence,4348840,4712810
44_11_sparse_code.cha,silence,24298680,32748660
44_11_sparse_code.cha,silence,44347490,45651550
19_11_sparse_code.cha,subregion,900000,4500000
19_11_sparse_code.cha,subregion,8100000,11700000
19_11_sparse_code.cha,subregion,26700000,30300000
19_11_sparse_code.cha,subregion,30600000,34200000
19_11_sparse_code.cha,subregion,37200000,40800000
19_11_sparse_code.cha,silence,17764540,23204660
35_08_sparse_code.cha,skip,904920,1388040
35_08_sparse_code.cha,skip,7933120,8381520
35_08_sparse_code.cha,skip,26591120,28509620
35_08_sparse_code.cha,makeup,33302440,35213530
35_08_sparse_code.cha,subregion,900000,4500000
35_08_sparse_code.cha,subregion,6600000,10200000
35_08_sparse_code.cha,subregion,24900000,28500000
35_08_sparse_code.cha,subregion,33300000,36900000
35_08_sparse_code.cha,subregion,37200000,40800000
35_08_sparse_code.cha,silence,11900130,15217270
35_08_sparse_code.cha,silence,18340940,18884980
35_08_sparse_code.cha,silence,19036590,19864310
35_08_sparse_code.cha,silence,20906900,21636720
35_08_sparse_code.cha,silence,26596670,33163340
25_09_sparse_code.cha,skip,27306310,28318390
25_09_sparse_code.cha,makeup,3605730,4624200
25_09_sparse_code.cha,subregion,1,3600000
25_09_sparse_code.cha,subregion,3600000,7200000
25_09_sparse_code.cha,subregion,9000000,12600000
25_09_sparse_code.cha,subregion,16200000,19800000
25_09_sparse_code.cha,subregion,25800000,29400000
25_09_sparse_code.cha,silence,11288120,12279980
25_09_sparse_code.cha,silence,13715110,15349890
25_09_sparse_code.cha,silence,32368570,40017940
25_09_sparse_code.cha,silence,41600280,42845240
08_08_sparse_code.cha,extra,3607300,4689010
08_08_sparse_code.cha,skip,771130,1236890
08_08_sparse_code.cha,skip,29202860,29395520
08_08_sparse_code.cha,subregion,1,3600000
08_08_sparse_code.cha,subregion,16200000,19800000
08_08_sparse_code.cha,subregion,28500000,32100000
08_08_sparse_code.cha,subregion,32100000,35700000
08_08_sparse_code.cha,subregion,38700000,42300000
08_08_sparse_code.cha,silence,14214450,15657050
08_08_sparse_code.cha,silence,21223470,25942740
08_08_sparse_code.cha,silence,42036030,57599990
08_10_sparse_code.cha,extra,3908230,10150280
08_10_sparse_code.cha,makeup,318370,3887400
08_10_sparse_code.cha,subregion,300000,3900000
08_10_sparse_code.cha,subregion,15300000,18900000
08_10_sparse_code.cha,subregion,20400000,24000000
08_10_sparse_code.cha,subregion,30600000,34200000
08_10_sparse_code.cha,subregion,39300000,42900000
08_10_sparse_code.cha,silence,10702130,11808970
08_10_sparse_code.cha,silence,26635070,29064510
08_10_sparse_code.cha,silence,29403860,30157300
04_10_sparse_code.cha,makeup,7600670,11059550
04_10_sparse_code.cha,subregion,2400000,6000000
04_10_sparse_code.cha,subregion,7500000,11100000
04_10_sparse_code.cha,subregion,13800000,17400000
04_10_sparse_code.cha,subregion,25800000,29400000
04_10_sparse_code.cha,subregion,42900000,46500000
04_10_sparse_code.cha,silence,16636930,23173130
04_10_sparse_code.cha,silence,30928010,34124950
22_12_sparse_code.cha,skip,2609030,4200000
22_12_sparse_code.cha,makeup,40200000,41820080
22_12_sparse_code.cha,subregion,600000,4200000
22_12_sparse_code.cha,subregion,6600000,10200000
22_12_sparse_code.cha,subregion,13500000,17100000
22_12_sparse_code.cha,subregion,23400000,27000000
22_12_sparse_code.cha,subregion,40200000,43800000
22_12_sparse_code.cha,silence,10214090,13584250
22_12_sparse_code.cha,silence,18016050,18208320
22_12_sparse_code.cha,silence,26631300,38108420
10_08_sparse_code.cha,skip,2808090,3040630
10_08_sparse_code.cha,skip,3133470,3303320
10_08_sparse_code.cha,subregion,2100000,5700000
10_08_sparse_code.cha,subregion,5700000,9300000
10_08_sparse_code.cha,subregion,13200000,16800000
10_08_sparse_code.cha,subregion,30000000,33600000
10_08_sparse_code.cha,subregion,45000000,48600000
10_08_sparse_code.cha,silence,9373320,12181870
10_08_sparse_code.cha,silence,23710590,24586300
10_08_sparse_code.cha,silence,42724640,42935580
10_08_sparse_code.cha,silence,48185780,57599990
09_14_sparse_code.cha,subregion,300000,3900000
09_14_sparse_code.cha,subregion,12300000,15900000
09_14_sparse_code.cha,subregion,15900000,19500000
09_14_sparse_code.cha,subregion,20100000,23700000
09_14_sparse_code.cha,subregion,23700000,27300000
09_14_sparse_code.cha,silence,6454810,12805000
09_14_sparse_code.cha,silence,26690670,27892520
09_14_sparse_code.cha,silence,31958640,57599990
04_06_sparse_code.cha,skip,12559640,13099500
04_06_sparse_code.cha,skip,23099160,25726950
04_06_sparse_code.cha,skip,34017560,35002590
04_06_sparse_code.cha,silence,3451820,12557170
04_06_sparse_code.cha,silence,22859910,23098160
04_06_sparse_code.cha,silence,23584240,25698560
04_06_sparse_code.cha,silence,31691890,31829170
04_06_sparse_code.cha,silence,41241660,41733500
04_06_sparse_code.cha,silence,42223070,42691430
25_13_sparse_code.cha,skip,22724880,23449790
25_13_sparse_code.cha,makeup,14936400,16428020
25_13_sparse_code.cha,subregion,2100000,5700000
25_13_sparse_code.cha,subregion,13200000,16800000
25_13_sparse_code.cha,subregion,16800000,20400000
25_13_sparse_code.cha,subregion,20400000,24000000
25_13_sparse_code.cha,subregion,35700000,39300000
25_13_sparse_code.cha,silence,6904620,14193100
25_13_sparse_code.cha,silence,18881860,19001210
25_13_sparse_code.cha,silence,23482660,24949070
25_13_sparse_code.cha,silence,46166050,46201550
14_12_sparse_code.cha,subregion,10,3600000
14_12_sparse_code.cha,subregion,8700000,12300000
14_12_sparse_code.cha,subregion,14100000,17700000
14_12_sparse_code.cha,subregion,19800000,23400000
14_12_sparse_code.cha,subregion,34200000,37800000
14_12_sparse_code.cha,silence,24379950,26308640
14_12_sparse_code.cha,silence,45001460,52365100
14_12_sparse_code.cha,silence,52518700,57599990
09_16_sparse_code.cha,skip,26467730,28392780
09_16_sparse_code.cha,makeup,17400490,19290340
09_16_sparse_code.cha,subregion,3900000,7500000
09_16_sparse_code.cha,subregion,8100000,11700000
09_16_sparse_code.cha,subregion,17400000,21000000
09_16_sparse_code.cha,subregion,22200000,25800000
09_16_sparse_code.cha,subregion,25800000,29400000
09_16_sparse_code.cha,silence,12684150,17292140
09_16_sparse_code.cha,silence,28012390,28392780
07_12_sparse_code.cha,extra,3600000,4033260
07_12_sparse_code.cha,skip,20734300,21300000
07_12_sparse_code.cha,skip,23519040,23819880
07_12_sparse_code.cha,skip,24147010,24226010
07_12_sparse_code.cha,skip,24228630,24276840
07_12_sparse_code.cha,skip,24587760,25064630
07_12_sparse_code.cha,skip,25083990,25216410
07_12_sparse_code.cha,skip,25218060,25473210
07_12_sparse_code.cha,skip,25476110,25518890
07_12_sparse_code.cha,skip,25703370,25974880
07_12_sparse_code.cha,skip,26004590,26100000
07_12_sparse_code.cha,makeup,27743030,29700000
07_12_sparse_code.cha,subregion,1,3600000
07_12_sparse_code.cha,subregion,6300000,9900000
07_12_sparse_code.cha,subregion,17700000,21300000
07_12_sparse_code.cha,subregion,22500000,26100000
07_12_sparse_code.cha,subregion,26100000,29700000
07_12_sparse_code.cha,silence,10187110,17563490
30_08_sparse_code.cha,subregion,1,3600000
30_08_sparse_code.cha,subregion,3900000,7500000
30_08_sparse_code.cha,subregion,17400000,21000000
30_08_sparse_code.cha,subregion,21300000,24900000
30_08_sparse_code.cha,subregion,31500000,35100000
30_08_sparse_code.cha,silence,9513460,16954170
30_08_sparse_code.cha,silence,24684950,26859260
30_08_sparse_code.cha,silence,38767180,57599990
32_16_sparse_code.cha,subregion,21900000,25500000
32_16_sparse_code.cha,subregion,26700000,30300000
32_16_sparse_code.cha,subregion,31800000,35400000
32_16_sparse_code.cha,subregion,35400000,39000000
32_16_sparse_code.cha,subregion,43500000,47100000
32_16_sparse_code.cha,silence,7934010,16484290
32_16_sparse_code.cha,silence,18934840,21226600
32_16_sparse_code.cha,silence,49975480,57599990
23_13_sparse_code.cha,subregion,7500000,11100000
23_13_sparse_code.cha,subregion,12600000,16200000
23_13_sparse_code.cha,subregion,32100000,35700000
23_13_sparse_code.cha,subregion,37800000,41400000
23_13_sparse_code.cha,subregion,51600000,55200000
23_13_sparse_code.cha,silence,800,7400810
23_13_sparse_code.cha,silence,20653520,27793230
23_13_sparse_code.cha,silence,47862320,49297290
23_13_sparse_code.cha,silence,56185600,57599990
45_10_sparse_code.cha,subregion,600000,4200000
45_10_sparse_code.cha,subregion,5400000,9000000
45_10_sparse_code.cha,subregion,12000000,15600000
45_10_sparse_code.cha,subregion,15600000,19200000
12_17_sparse_code.cha,makeup,20690030,20692980
12_17_sparse_code.cha,subregion,1800000,5400000
12_17_sparse_code.cha,subregion,17100000,20700000
12_17_sparse_code.cha,subregion,20700000,24300000
12_17_sparse_code.cha,subregion,35700000,39300000
12_17_sparse_code.cha,subregion,40500000,44100000
12_17_sparse_code.cha,silence,24412080,33211080
12_17_sparse_code.cha,silence,45519810,57599990
17_11_sparse_code.cha,skip,10512820,11836150
17_11_sparse_code.cha,subregion,300000,3900000
17_11_sparse_code.cha,subregion,4200000,7800000
17_11_sparse_code.cha,subregion,9900000,13500000
17_11_sparse_code.cha,subregion,18600000,22200000
17_11_sparse_code.cha,subregion,22200000,25800000
17_11_sparse_code.cha,silence,13194570,18219580
17_11_sparse_code.cha,silence,29162580,57599990
32_07_sparse_code.cha,skip,47103100,47710310
32_07_sparse_code.cha,silence,1622900,1624000
32_07_sparse_code.cha,silence,6487210,6952960
32_07_sparse_code.cha,silence,9533080,9685070
32_07_sparse_code.cha,silence,11341480,11342280
32_07_sparse_code.cha,silence,11688960,11907840
32_07_sparse_code.cha,silence,13499750,14394770
32_07_sparse_code.cha,silence,21606550,24407120
32_07_sparse_code.cha,silence,26674770,27098950
32_07_sparse_code.cha,silence,35388420,36932980
32_07_sparse_code.cha,silence,55117790,57599990
37_08_sparse_code.cha,subregion,10,3600000
37_08_sparse_code.cha,subregion,6600000,10200000
37_08_sparse_code.cha,subregion,21000000,24600000
37_08_sparse_code.cha,subregion,36000000,39600000
37_08_sparse_code.cha,subregion,41400000,45000000
37_08_sparse_code.cha,silence,11712510,21726450
37_08_sparse_code.cha,silence,26928310,33231950
37_08_sparse_code.cha,silence,46494260,57599990
02_14_sparse_code.cha,subregion,1500000,5100000
02_14_sparse_code.cha,subregion,11100000,14700000
02_14_sparse_code.cha,subregion,24600000,28200000
02_14_sparse_code.cha,subregion,28800000,32400000
02_14_sparse_code.cha,subregion,33600000,37200000
02_14_sparse_code.cha,silence,15674420,21359260
02_14_sparse_code.cha,silence,21898570,22002600
02_14_sparse_code.cha,silence,22592700,23916710
02_14_sparse_code.cha,silence,37514150,57599990
34_10_sparse_code.cha,subregion,2400000,6000000
34_10_sparse_code.cha,subregion,10800000,14400000
34_10_sparse_code.cha,subregion,16500000,20100000
34_10_sparse_code.cha,subregion,20100000,23700000
34_10_sparse_code.cha,subregion,25200000,28800000
34_10_sparse_code.cha,silence,370490,787170
34_10_sparse_code.cha,silence,5731770,10435940
34_10_sparse_code.cha,silence,28405510,57599990
41_17_sparse_code.cha,skip,40522020,44100040
41_17_sparse_code.cha,makeup,300590,3902430
41_17_sparse_code.cha,subregion,300000,3900000
41_17_sparse_code.cha,subregion,14700000,18300000
41_17_sparse_code.cha,subregion,32400000,36000000
41_17_sparse_code.cha,subregion,36300000,39900000
41_17_sparse_code.cha,subregion,40500000,44100000
41_17_sparse_code.cha,silence,20454040,27106520
41_17_sparse_code.cha,silence,45806500,57599990
30_13_sparse_code.cha,makeup,17424340,17902830
30_13_sparse_code.cha,subregion,16200000,19800000
30_13_sparse_code.cha,subregion,19800000,23400000
30_13_sparse_code.cha,subregion,24300000,27900000
30_13_sparse_code.cha,subregion,27900000,31500000
30_13_sparse_code.cha,subregion,31500000,35100000
30_13_sparse_code.cha,silence,3127410,4747570
30_13_sparse_code.cha,silence,6285490,6561370
30_13_sparse_code.cha,silence,6806590,17424340
30_13_sparse_code.cha,silence,34621850,57599990
19_14_sparse_code.cha,subregion,2100000,5700000
19_14_sparse_code.cha,subregion,10200000,13800000
19_14_sparse_code.cha,subregion,17100000,20700000
19_14_sparse_code.cha,subregion,30000000,33600000
19_14_sparse_code.cha,subregion,33900000,37500000
19_14_sparse_code.cha,silence,21490870,24874280
29_13_sparse_code.cha,subregion,2100000,5700000
29_13_sparse_code.cha,subregion,10500000,14100000
29_13_sparse_code.cha,subregion,19800000,23400000
29_13_sparse_code.cha,subregion,30600000,34200000
29_13_sparse_code.cha,subregion,37800000,41400000
29_13_sparse_code.cha,silence,14861520,18074860
29_13_sparse_code.cha,silence,23413810,24712070
29_13_sparse_code.cha,silence,33692600,36978600
16_16_sparse_code.cha,subregion,1800000,5400000
16_16_sparse_code.cha,subregion,5700000,9300000
16_16_sparse_code.cha,subregion,22800000,26400000
16_16_sparse_code.cha,subregion,26700000,30300000
16_16_sparse_code.cha,subregion,34200000,37800000
16_16_sparse_code.cha,silence,13197610,20759080
16_16_sparse_code.cha,silence,38137750,57599990
14_09_sparse_code.cha,subregion,0,3600000
14_09_sparse_code.cha,subregion,15600000,19200000
14_09_sparse_code.cha,subregion,23100000,26700000
14_09_sparse_code.cha,subregion,32400000,36000000
14_09_sparse_code.cha,subregion,41700000,45300000
14_09_sparse_code.cha,silence,3621620,15646210
14_09_sparse_code.cha,silence,30448420,31910980
14_09_sparse_code.cha,silence,53410270,57599990
14_11_sparse_code.cha,skip,17100000,17436210
14_11_sparse_code.cha,subregion,900000,4500000
14_11_sparse_code.cha,subregion,7500000,11100000
14_11_sparse_code.cha,subregion,17100000,20700000
14_11_sparse_code.cha,subregion,33600000,37200000
14_11_sparse_code.cha,subregion,38100000,41700000
14_11_sparse_code.cha,silence,11627640,16313420
14_11_sparse_code.cha,silence,42687120,47227410
14_11_sparse_code.cha,silence,54776300,55118680
18_08_sparse_code.cha,skip,7038530,7581140
18_08_sparse_code.cha,skip,22373810,22584940
18_08_sparse_code.cha,skip,22642370,22876030
18_08_sparse_code.cha,skip,25049820,25801100
18_08_sparse_code.cha,makeup,41400480,42692980
18_08_sparse_code.cha,subregion,800,3600000
18_08_sparse_code.cha,subregion,5100000,8700000
18_08_sparse_code.cha,subregion,22200000,25800000
18_08_sparse_code.cha,subregion,36600000,40200000
18_08_sparse_code.cha,subregion,41400000,45000000
18_08_sparse_code.cha,silence,20908440,21939920
08_11_sparse_code.cha,skip,8435480,8903650
08_11_sparse_code.cha,skip,11149950,11545790
08_11_sparse_code.cha,skip,36000000,37061620
08_11_sparse_code.cha,skip,37362880,38067270
08_11_sparse_code.cha,skip,38080710,38387670
08_11_sparse_code.cha,skip,49648660,50100000
08_11_sparse_code.cha,makeup,39900000,43500000
08_11_sparse_code.cha,subregion,8400000,12000000
08_11_sparse_code.cha,subregion,20700000,24300000
08_11_sparse_code.cha,subregion,36000000,39600000
08_11_sparse_code.cha,subregion,39900000,43500000
08_11_sparse_code.cha,subregion,46500000,50100000
08_11_sparse_code.cha,silence,12528670,20763520
37_09_sparse_code.cha,subregion,8400000,12000000
37_09_sparse_code.cha,subregion,15000000,18600000
37_09_sparse_code.cha,subregion,24600000,28200000
37_09_sparse_code.cha,subregion,28200000,31800000
37_09_sparse_code.cha,subregion,34500000,38100000
37_09_sparse_code.cha,silence,1678400,8181010
37_09_sparse_code.cha,silence,18196490,24987210
37_09_sparse_code.cha,silence,37920510,57599990
32_09_sparse_code.cha,subregion,1,3600000
32_09_sparse_code.cha,subregion,14400000,18000000
32_09_sparse_code.cha,subregion,20400000,24000000
32_09_sparse_code.cha,subregion,34500000,38100000
32_09_sparse_code.cha,subregion,42900000,46500000
32_09_sparse_code.cha,silence,27633790,33492130
32_09_sparse_code.cha,silence,48485380,57599990
03_07_sparse_code.cha,skip,22072410,32706120
03_07_sparse_code.cha,skip,44115740,57599990
03_07_sparse_code.cha,silence,10089050,12032240
03_07_sparse_code.cha,silence,22337930,32180160
03_07_sparse_code.cha,silence,44115740,48303440
03_07_sparse_code.cha,silence,48366790,48941100
03_07_sparse_code.cha,silence,48995770,57599990
10_14_sparse_code.cha,subregion,3600000,7200000
10_14_sparse_code.cha,subregion,14100000,17700000
10_14_sparse_code.cha,subregion,18900000,22500000
10_14_sparse_code.cha,subregion,37800000,41400000
10_14_sparse_code.cha,subregion,41400000,45000000
10_14_sparse_code.cha,silence,8387210,11973780
10_14_sparse_code.cha,silence,24626900,28565380
10_14_sparse_code.cha,silence,44527930,57599990
27_12_sparse_code.cha,skip,8823510,9300000
27_12_sparse_code.cha,skip,25543230,25800000
27_12_sparse_code.cha,makeup,44112800,44846970
27_12_sparse_code.cha,subregion,5700000,9300000
27_12_sparse_code.cha,subregion,16800000,20400000
27_12_sparse_code.cha,subregion,22200000,25800000
27_12_sparse_code.cha,subregion,36600000,40200000
27_12_sparse_code.cha,subregion,44100000,47700000
27_12_sparse_code.cha,silence,2420,1115840
27_12_sparse_code.cha,silence,8869240,11437040
27_12_sparse_code.cha,silence,25543230,32495570
27_12_sparse_code.cha,silence,48032510,57599990
28_07_sparse_code.cha,silence,6190500,12209630
28_07_sparse_code.cha,silence,17055950,17361420
28_07_sparse_code.cha,silence,17401050,17742170
28_07_sparse_code.cha,silence,17977310,18051110
28_07_sparse_code.cha,silence,18435850,18597030
28_07_sparse_code.cha,silence,24013920,26504290
28_07_sparse_code.cha,silence,33253570,34850210
26_09_sparse_code.cha,subregion,0,3600000
26_09_sparse_code.cha,subregion,7500000,11100000
26_09_sparse_code.cha,subregion,21000000,24600000
26_09_sparse_code.cha,subregion,24600000,28200000
26_09_sparse_code.cha,subregion,28800000,32400000
26_09_sparse_code.cha,silence,1718580,7790500
26_09_sparse_code.cha,silence,15096260,21231230
26_09_sparse_code.cha,silence,36519370,57599990
11_17_sparse_code.cha,makeup,29101360,30630360
11_17_sparse_code.cha,subregion,600000,4200000
11_17_sparse_code.cha,subregion,5100000,8700000
11_17_sparse_code.cha,subregion,16500000,20100000
11_17_sparse_code.cha,subregion,29100000,32700000
11_17_sparse_code.cha,subregion,32700000,36300000
11_17_sparse_code.cha,silence,7169870,11809530
11_17_sparse_code.cha,silence,25263740,29025320
26_12_sparse_code.cha,subregion,300000,3900000
26_12_sparse_code.cha,subregion,12000000,15600000
26_12_sparse_code.cha,subregion,19200000,22800000
26_12_sparse_code.cha,subregion,31800000,35400000
26_12_sparse_code.cha,subregion,36600000,40200000
26_12_sparse_code.cha,silence,4714570,7723550
26_12_sparse_code.cha,silence,22970040,31725280
26_12_sparse_code.cha,silence,42176360,57599990
26_11_sparse_code.cha,makeup,600000,1392630
26_11_sparse_code.cha,subregion,600000,4200000
26_11_sparse_code.cha,subregion,4200000,7800000
26_11_sparse_code.cha,subregion,15900000,19500000
26_11_sparse_code.cha,subregion,35100000,38700000
26_11_sparse_code.cha,subregion,38700000,42300000
26_11_sparse_code.cha,silence,5949720,6727650
26_11_sparse_code.cha,silence,7229980,13148400
26_11_sparse_code.cha,silence,42252420,43210260
26_11_sparse_code.cha,silence,43351740,57599990
03_15_sparse_code.cha,subregion,300000,3900000
03_15_sparse_code.cha,subregion,6000000,9600000
03_15_sparse_code.cha,subregion,13800000,17400000
03_15_sparse_code.cha,subregion,24300000,27900000
03_15_sparse_code.cha,subregion,28800000,32400000
03_15_sparse_code.cha,silence,18854970,24166230
03_15_sparse_code.cha,silence,40707170,57599990
26_07_sparse_code.cha,silence,3824500,13446640
26_07_sparse_code.cha,silence,21922850,31156100
26_07_sparse_code.cha,silence,41788770,43329970
26_07_sparse_code.cha,silence,43515210,57599990
14_07_sparse_code.cha,skip,0,524410
14_07_sparse_code.cha,skip,686890,1490890
14_07_sparse_code.cha,skip,1900350,2187230
14_07_sparse_code.cha,skip,2350440,2912500
14_07_sparse_code.cha,skip,2997430,3282670
14_07_sparse_code.cha,skip,3327410,3635330
14_07_sparse_code.cha,skip,4073890,4302700
14_07_sparse_code.cha,skip,4569010,5181690
14_07_sparse_code.cha,skip,5259740,6155130
14_07_sparse_code.cha,skip,6248380,6533550
14_07_sparse_code.cha,skip,6797620,7018410
14_07_sparse_code.cha,skip,8931190,9242810
14_07_sparse_code.cha,skip,9300620,9634550
14_07_sparse_code.cha,skip,9645190,10853060
14_07_sparse_code.cha,skip,16095200,16710320
14_07_sparse_code.cha,skip,17582470,17878010
14_07_sparse_code.cha,skip,20821950,23327800
14_07_sparse_code.cha,skip,33895550,34221220
14_07_sparse_code.cha,skip,34374820,57599990
14_07_sparse_code.cha,silence,9991520,10812940
14_07_sparse_code.cha,silence,22691390,23011040
14_07_sparse_code.cha,silence,34926230,57599990
11_13_sparse_code.cha,skip,25502240,26144400
11_13_sparse_code.cha,makeup,13354590,14183940
11_13_sparse_code.cha,subregion,2400000,6000000
11_13_sparse_code.cha,subregion,12900000,16500000
11_13_sparse_code.cha,subregion,16500000,20100000
11_13_sparse_code.cha,subregion,25500000,29100000
11_13_sparse_code.cha,subregion,40800000,44400000
11_13_sparse_code.cha,silence,6981320,13354590
11_13_sparse_code.cha,silence,34459990,35492370
11_13_sparse_code.cha,silence,50503870,50807360
33_06_sparse_code.cha,skip,3879170,4473150
33_06_sparse_code.cha,skip,4519370,4769360
33_06_sparse_code.cha,skip,6780220,7106050
33_06_sparse_code.cha,skip,8952550,14908210
33_06_sparse_code.cha,skip,22262460,26282420
33_06_sparse_code.cha,skip,39364270,41376920
33_06_sparse_code.cha,silence,8952550,14919530
33_06_sparse_code.cha,silence,39366330,41376920
18_06_sparse_code.cha,silence,9375900,15600290
18_06_sparse_code.cha,silence,22497200,24321740
18_06_sparse_code.cha,silence,34411600,35665690
18_06_sparse_code.cha,silence,41318180,51597740
25_08_sparse_code.cha,makeup,16503610,17445430
25_08_sparse_code.cha,subregion,1200000,4800000
25_08_sparse_code.cha,subregion,8700000,12300000
25_08_sparse_code.cha,subregion,12600000,16200000
25_08_sparse_code.cha,subregion,16500000,20100000
25_08_sparse_code.cha,subregion,20400000,24000000
25_08_sparse_code.cha,silence,2160,4900
38_16_sparse_code.cha,subregion,10200000,13800000
38_16_sparse_code.cha,subregion,15300000,18900000
38_16_sparse_code.cha,subregion,26700000,30300000
38_16_sparse_code.cha,subregion,35700000,39300000
38_16_sparse_code.cha,subregion,41400000,45000000
38_16_sparse_code.cha,silence,22224000,26266570
38_16_sparse_code.cha,silence,48044400,48058360
19_06_sparse_code.cha,skip,781370,885010
19_06_sparse_code.cha,skip,1728290,1887810
19_06_sparse_code.cha,skip,2213040,2421970
19_06_sparse_code.cha,skip,2431160,2549960
19_06_sparse_code.cha,skip,5105600,12171340
19_06_sparse_code.cha,skip,14491950,15048160
19_06_sparse_code.cha,skip,16116770,16214400
19_06_sparse_code.cha,skip,16216200,16456540
19_06_sparse_code.cha,skip,16835000,17294620
19_06_sparse_code.cha,skip,18598960,21131170
19_06_sparse_code.cha,skip,22505050,22763290
19_06_sparse_code.cha,skip,25814000,25914640
19_06_sparse_code.cha,skip,25922790,26029300
19_06_sparse_code.cha,skip,26167700,26697650
19_06_sparse_code.cha,skip,29661500,35341170
19_06_sparse_code.cha,skip,39254750,39652690
19_06_sparse_code.cha,silence,5225880,12171340
19_06_sparse_code.cha,silence,20061710,20947730
19_06_sparse_code.cha,silence,30259190,35201180
01_11_sparse_code.cha,subregion,3600000,7200000
01_11_sparse_code.cha,subregion,26400000,30000000
01_11_sparse_code.cha,subregion,30300000,33900000
01_11_sparse_code.cha,subregion,37500000,41100000
01_11_sparse_code.cha,subregion,42600000,46200000
01_11_sparse_code.cha,silence,23047070,26194450
01_14_sparse_code.cha,subregion,1,3600000
01_14_sparse_code.cha,subregion,6000000,9600000
01_14_sparse_code.cha,subregion,18000000,21600000
01_14_sparse_code.cha,subregion,23400000,27000000
01_14_sparse_code.cha,subregion,37800000,41400000
01_14_sparse_code.cha,silence,17033920,17992390
01_14_sparse_code.cha,silence,33873450,35343530
01_14_sparse_code.cha,silence,42674360,46277740
01_14_sparse_code.cha,silence,46636270,57599990
15_13_sparse_code.cha,subregion,300000,3900000
15_13_sparse_code.cha,subregion,3900000,7500000
15_13_sparse_code.cha,subregion,32100000,35700000
15_13_sparse_code.cha,subregion,36900000,40500000
15_13_sparse_code.cha,subregion,40500000,44100000
